"timeBgn","iso"
2017-02-04 04:00:00,-12.3407990616822
2017-02-04 04:30:00,-12.1127076606154
2017-02-04 05:00:00,-11.8451495537383
2017-02-04 05:30:00,-11.6784061643077
2017-02-04 06:00:00,-11.6799532808411
2017-02-04 06:30:00,-11.5957630916923
2017-02-04 07:00:00,-11.9279205551402
2017-02-04 07:30:00,-11.8757345666667
2017-02-04 08:00:00,-12.0398732765258
2017-02-04 08:30:00,-11.8985353692308
2017-02-04 09:00:00,-12.0716962626168
2017-02-04 09:30:00,-12.0083138538462
2017-02-04 10:00:00,-12.0601355149533
2017-02-04 10:30:00,-11.9102646258462
2017-02-04 11:00:00,-12.0384112037383
2017-02-04 11:30:00,-11.9660000123077
2017-02-04 12:00:00,-12.4346916280374
2017-02-04 12:30:00,-12.3166430953846
2017-02-04 13:00:00,-12.7671495182243
2017-02-04 13:30:00,-12.7623784898462
2017-02-04 14:00:00,-13.2153691719626
2017-02-04 14:30:00,-13.0706984818462
2017-02-04 15:00:00,-13.6407756742991
2017-02-04 15:30:00,-13.7158312769939
2017-02-04 16:00:00,-13.9768037621495
2017-02-04 16:30:00,-13.7774049058282
2017-02-04 17:00:00,-13.7718037509346
2017-02-04 17:30:00,-13.8179969138037
2017-02-04 18:00:00,-13.8306760258216
2017-02-04 18:30:00,-13.6386503150307
2017-02-04 19:30:00,-13.858165906278
2017-02-04 20:00:00,-13.8616582379747
2017-02-04 20:30:00,-13.97796875625
2017-02-04 21:00:00,-13.7640664490506
2017-02-04 21:30:00,-13.7973152990991
2017-02-04 22:00:00,-13.7367936603175
2017-02-04 22:30:00,-14.0359419589286
2017-02-04 23:00:00,-13.9019303740506
2017-02-04 23:30:00,-13.9276397981043
2017-02-05,-13.8968745313725
2017-02-05 00:30:00,-14.0017321433036
2017-02-05 01:00:00,-13.9632752984177
2017-02-05 01:30:00,-13.9864107174107
2017-02-05 02:00:00,-13.8115506259494
2017-02-05 02:30:00,-13.9135402066964
2017-02-05 03:00:00,-13.8329493639241
2017-02-05 03:30:00,-13.7446652111607
2017-02-05 04:00:00,-13.6617942936709
2017-02-05 04:30:00,-13.6305134017857
2017-02-05 05:00:00,-13.5538259268987
2017-02-05 05:30:00,-13.4985133973214
2017-02-05 06:00:00,-13.4376677322785
2017-02-05 06:30:00,-13.3771383866071
2017-02-05 07:00:00,-13.3390664768987
2017-02-05 07:30:00,-13.1193884129464
2017-02-05 08:00:00,-13.1098069623418
2017-02-05 08:30:00,-12.987879446875
2017-02-05 09:00:00,-12.9523196107595
2017-02-05 09:30:00,-12.8056502134529
2017-02-05 10:00:00,-12.8072468651899
2017-02-05 10:30:00,-12.7718705504464
2017-02-05 11:00:00,-12.7834145667722
2017-02-05 11:30:00,-12.8374062517857
2017-02-05 12:00:00,-12.6929240259494
2017-02-05 12:30:00,-12.7931562321429
2017-02-05 13:00:00,-12.5970790943038
2017-02-05 13:30:00,-12.5589866272321
2017-02-05 14:00:00,-12.5327689955696
2017-02-05 14:30:00,-12.75543305
2017-02-05 15:00:00,-12.6682920450794
2017-02-05 15:30:00,-12.7039285866071
2017-02-05 16:00:00,-12.5720791158228
2017-02-05 16:30:00,-12.5529687526786
2017-02-05 17:00:00,-12.6614240275316
2017-02-05 17:30:00,-12.55097766875
2017-02-05 18:00:00,-12.4645949439873
2017-02-05 19:00:00,-12.6077544696429
2017-02-05 19:30:00,-12.6236392471519
2017-02-05 20:00:00,-12.8499955258929
2017-02-05 20:30:00,-12.9774588800633
2017-02-05 21:00:00,-12.751325884375
